"ID","Token","Sentence","Document","Repeats","Affected Columns"
"Col:text Row:35","James","As in Barbara Streisand's husband James Brolin?","As in Barbara Streisand's husband James Brolin?",1,"`text`"
"Col:text Row:35","Brolin","As in Barbara Streisand's husband James Brolin?","As in Barbara Streisand's husband James Brolin?",1,"`text`"
"Col:text Row:37","Wedding","[Scene: The Wedding Hall, continued from earlier.]","[Scene: The Wedding Hall, continued from earlier.]",1,"`text`"
"Col:text Row:37","Hall","[Scene: The Wedding Hall, continued from earlier.]","[Scene: The Wedding Hall, continued from earlier.]",1,"`text`"
"Col:text Row:38","Monica","Why don't we have Monica step away and we'll get Chandler and the bridemaids.","Why don't we have Monica step away and we'll get Chandler and the bridemaids.",1,"`text`"
"Col:text Row:38","Chandler","Why don't we have Monica step away and we'll get Chandler and the bridemaids.","Why don't we have Monica step away and we'll get Chandler and the bridemaids.",1,"`text`"
"Col:text Row:43","God","Oh my God!","Oh my God!",1,"`text`"
"Col:text Row:45","Monica","So instead you told me Monica was pregnant.","So instead you told me Monica was pregnant.",1,"`text`"
"Col:text Row:52","James","James Brolin?","James Brolin?",1,"`text`"
"Col:text Row:52","Brolin","James Brolin?","James Brolin?",1,"`text`"
